Request id,Pickup point,Status,Request timestamp.3
3641,City,Trip Completed,2016 19:04:23
4476,Airport,Trip Completed,2016 08:50:51
4969,City,Trip Completed,2016 18:41:23
5737,City,Trip Completed,2016 07:49:45
6102,City,Trip Completed,2016 14:57:52
6721,City,Trip Completed,2016 23:23:48
11,City,Trip Completed,2016 01:00:00
519,City,Trip Completed,2016 09:43:00
1994,Airport,Trip Completed,2016 12:49:00
2483,Airport,Trip Completed,2016 20:46:00
2635,City,Trip Completed,2016 22:26:00
3545,City,Trip Completed,2016 18:00:59
4730,City,Trip Completed,2016 14:12:00
4976,Airport,Trip Completed,2016 18:46:48
5789,Airport,Trip Completed,2016 08:32:39
6030,Airport,Trip Completed,2016 12:54:09
6616,Airport,Trip Completed,2016 21:51:29
165,Airport,Trip Completed,2016 05:39:00
1706,City,Trip Completed,2016 08:11:00
1821,Airport,Trip Completed,2016 09:31:00
2629,City,Trip Completed,2016 22:13:00
5227,Airport,Trip Completed,2016 21:02:35
5374,City,Trip Completed,2016 23:40:04
5823,City,Trip Completed,2016 08:56:31
6007,City,Trip Completed,2016 12:15:42
6736,Airport,Trip Completed,2016 23:36:53
590,City,Trip Completed,2016 11:20:00
779,Airport,Trip Completed,2016 16:40:00
1085,City,Trip Completed,2016 20:03:00
1435,City,Trip Completed,2016 04:46:00
2007,City,Trip Completed,2016 13:24:00
2381,City,Trip Completed,2016 19:41:00
2912,Airport,Trip Completed,2016 06:13:27
3453,Airport,Trip Completed,2016 16:56:55
4180,Airport,Trip Completed,2016 05:18:07
5122,City,Trip Completed,2016 20:04:32
5531,Airport,Trip Completed,2016 05:23:07
6582,City,Trip Completed,2016 21:22:16
406,Airport,Trip Completed,2016 08:36:00
740,Airport,Trip Completed,2016 15:35:00
1312,City,Trip Completed,2016 22:48:00
1540,Airport,Trip Completed,2016 06:04:00
1962,City,Trip Completed,2016 11:59:00
2173,Airport,Trip Completed,2016 17:34:00
3375,City,Trip Completed,2016 14:12:23
3540,City,Trip Completed,2016 17:58:52
4671,City,Trip Completed,2016 12:29:14
5336,Airport,Trip Completed,2016 22:25:11
5734,City,Trip Completed,2016 07:44:41
197,City,Trip Completed,2016 06:00:00
819,Airport,Trip Completed,2016 17:29:00
1527,Airport,Trip Completed,2016 05:52:00
3229,Airport,Trip Completed,2016 09:54:42
4638,City,Trip Completed,2016 11:38:13
5075,City,Trip Completed,2016 19:45:45
5455,City,Trip Completed,2016 03:47:48
5738,City,Trip Completed,2016 07:53:45
6167,Airport,Trip Completed,2016 16:43:19
220,Airport,Trip Completed,2016 06:11:00
909,Airport,Trip Completed,2016 18:16:00
1306,Airport,Trip Completed,2016 22:39:00
2998,City,Trip Completed,2016 07:16:45
3415,City,Trip Completed,2016 15:28:02
3789,City,Trip Completed,2016 20:49:13
4227,Airport,Trip Completed,2016 05:49:34
6490,City,Trip Completed,2016 20:29:24
6712,Airport,Trip Completed,2016 23:02:31
583,Airport,Trip Completed,2016 11:08:00
772,City,Trip Completed,2016 16:25:00
1142,City,Trip Completed,2016 20:42:00
1436,City,Trip Completed,2016 04:46:00
1986,City,Trip Completed,2016 12:32:00
2508,Airport,Trip Completed,2016 21:04:00
2788,City,Trip Completed,2016 04:49:55
2956,Airport,Trip Completed,2016 06:42:12
4518,City,Trip Completed,2016 09:18:42
4681,City,Trip Completed,2016 12:47:46
5041,City,Trip Completed,2016 19:20:06
6176,City,Trip Completed,2016 16:55:46
542,Airport,Trip Completed,2016 10:06:00
605,Airport,Trip Completed,2016 11:42:00
1908,Airport,Trip Completed,2016 10:35:00
3662,City,Trip Completed,2016 19:19:23
4254,City,Trip Completed,2016 06:06:21
5337,City,Trip Completed,2016 22:21:28
5430,City,Trip Completed,2016 02:35:11
6630,Airport,Trip Completed,2016 21:58:19
297,Airport,Trip Completed,2016 07:13:00
501,City,Trip Completed,2016 09:37:00
826,City,Trip Completed,2016 17:32:00
2339,City,Trip Completed,2016 19:19:00
3025,City,Trip Completed,2016 07:32:12
4803,City,Trip Completed,2016 17:02:43
5893,City,Trip Completed,2016 09:42:11
876,Airport,Trip Completed,2016 17:58:00
1318,City,Trip Completed,2016 22:51:00
1477,Airport,Trip Completed,2016 05:16:00
2084,Airport,Trip Completed,2016 15:46:00
2354,Airport,Trip Completed,2016 19:25:00
3407,Airport,Trip Completed,2016 15:24:47
3703,Airport,Trip Completed,2016 19:42:01
4085,Airport,Trip Completed,2016 02:42:00
4625,City,Trip Completed,2016 11:04:55
4866,City,Trip Completed,2016 17:35:53
1278,City,Trip Completed,2016 22:03:00
2037,City,Trip Completed,2016 14:13:00
2567,Airport,Trip Completed,2016 21:37:00
2829,City,Trip Completed,2016 05:20:05
2918,Airport,Trip Completed,2016 06:20:10
3362,Airport,Trip Completed,2016 13:37:26
5615,City,Trip Completed,2016 06:27:11
2008,Airport,Trip Completed,2016 13:23:00
3031,Airport,Trip Completed,2016 07:32:39
3500,Airport,Trip Completed,2016 17:31:22
5079,City,Trip Completed,2016 19:40:11
5967,City,Trip Completed,2016 10:56:15
6375,City,Trip Completed,2016 19:10:20
1551,City,Trip Completed,2016 06:10:00
2041,City,Trip Completed,2016 14:24:00
2666,City,Trip Completed,2016 23:40:00
3348,City,Trip Completed,2016 13:12:47
3518,Airport,Trip Completed,2016 17:45:55
4205,City,Trip Completed,2016 05:35:58
6346,Airport,Trip Completed,2016 18:48:48
6433,City,Trip Completed,2016 19:52:00
1471,City,Trip Completed,2016 05:09:00
1808,Airport,Trip Completed,2016 09:13:00
2017,City,Trip Completed,2016 13:43:00
4483,City,Trip Completed,2016 08:49:48
4639,Airport,Trip Completed,2016 11:31:09
4901,Airport,Trip Completed,2016 18:02:12
5357,City,Trip Completed,2016 23:09:23
6214,Airport,Trip Completed,2016 17:35:20
575,Airport,Trip Completed,2016 10:59:00
753,Airport,Trip Completed,2016 15:58:00
999,City,Trip Completed,2016 19:06:00
1534,Airport,Trip Completed,2016 05:59:00
1773,Airport,Trip Completed,2016 08:57:00
1890,City,Trip Completed,2016 10:08:00
2609,Airport,Trip Completed,2016 22:00:00
2864,City,Trip Completed,2016 05:43:57
3134,City,Trip Completed,2016 08:40:06
3302,City,Trip Completed,2016 11:41:45
3999,Airport,Trip Completed,2016 23:40:57
4450,City,Trip Completed,2016 08:30:35
6376,City,Trip Completed,2016 19:12:24
6622,Airport,Trip Completed,2016 21:46:05
87,City,Trip Completed,2016 04:46:00
859,City,Trip Completed,2016 17:49:00
1170,City,Trip Completed,2016 20:55:00
2511,City,Trip Completed,2016 21:07:00
3427,Airport,Trip Completed,2016 15:52:40
5385,Airport,Trip Completed,2016 00:07:29
4643,Airport,Trip Completed,2016 11:41:55
4850,Airport,Trip Completed,2016 17:34:36
5689,City,Trip Completed,2016 07:21:55
600,City,Trip Completed,2016 11:38:00
2053,Airport,Trip Completed,2016 14:50:00
2256,Airport,Trip Completed,2016 18:25:00
2947,City,Trip Completed,2016 06:35:59
3834,City,Trip Completed,2016 21:21:52
4414,Airport,Trip Completed,2016 08:08:15
5901,City,Trip Completed,2016 09:53:12
214,City,Trip Completed,2016 06:13:00
423,City,Trip Completed,2016 08:36:00
1138,City,Trip Completed,2016 20:30:00
1977,Airport,Trip Completed,2016 12:24:00
2328,City,Trip Completed,2016 19:12:00
2990,City,Trip Completed,2016 07:10:57
3658,Airport,Trip Completed,2016 19:24:22
4471,City,Trip Completed,2016 08:46:16
4767,Airport,Trip Completed,2016 15:34:27
5505,City,Trip Completed,2016 05:02:55
5850,City,Trip Completed,2016 09:03:38
484,City,Trip Completed,2016 09:24:00
855,City,Trip Completed,2016 17:50:00
2709,Airport,Trip Completed,2016 01:27:34
5556,City,Trip Completed,2016 05:35:47
5648,Airport,Trip Completed,2016 06:55:43
114,City,Trip Completed,2016 05:10:00
470,City,Trip Completed,2016 09:22:00
1446,City,Trip Completed,2016 04:45:00
3466,City,Trip Completed,2016 17:12:42
4775,Airport,Trip Completed,2016 16:07:20
1065,Airport,Trip Completed,2016 19:51:00
1457,Airport,Trip Completed,2016 04:58:00
3363,City,Trip Completed,2016 13:36:11
3994,Airport,Trip Completed,2016 23:21:24
4340,City,Trip Completed,2016 07:13:44
4902,City,Trip Completed,2016 18:03:42
5360,Airport,Trip Completed,2016 23:19:15
5665,City,Trip Completed,2016 07:03:13
5977,City,Trip Completed,2016 11:27:33
6742,City,Trip Completed,2016 23:38:20
280,Airport,Trip Completed,2016 07:05:00
475,Airport,Trip Completed,2016 09:24:00
1350,City,Trip Completed,2016 23:40:00
2707,Airport,Trip Completed,2016 01:17:55
2928,Airport,Trip Completed,2016 06:26:22
4534,City,Trip Completed,2016 09:29:54
4715,City,Trip Completed,2016 13:22:22
4814,Airport,Trip Completed,2016 17:17:31
5878,City,Trip Completed,2016 09:33:34
6076,Airport,Trip Completed,2016 14:13:38
609,City,Trip Completed,2016 11:52:00
1414,Airport,Trip Completed,2016 03:25:00
1713,Airport,Trip Completed,2016 08:08:00
1991,City,Trip Completed,2016 12:32:00
2082,Airport,Trip Completed,2016 15:42:00
2798,City,Trip Completed,2016 04:51:23
3763,City,Trip Completed,2016 20:35:37
4091,Airport,Trip Completed,2016 03:00:20
4372,City,Trip Completed,2016 07:32:52
4609,City,Trip Completed,2016 10:26:23
4949,Airport,Trip Completed,2016 18:28:29
6004,Airport,Trip Completed,2016 12:12:56
304,City,Trip Completed,2016 07:21:00
700,City,Trip Completed,2016 14:05:00
1708,Airport,Trip Completed,2016 08:10:00
1918,City,Trip Completed,2016 10:56:00
2067,Airport,Trip Completed,2016 15:13:00
3632,City,Trip Completed,2016 19:02:42
4332,City,Trip Completed,2016 07:10:55
4875,City,Trip Completed,2016 17:50:24
5108,City,Trip Completed,2016 20:03:55
5683,Airport,Trip Completed,2016 07:15:56
5976,Airport,Trip Completed,2016 11:10:14
6229,City,Trip Completed,2016 17:43:20
6478,Airport,Trip Completed,2016 20:14:02
1295,City,Trip Completed,2016 22:25:00
1829,Airport,Trip Completed,2016 09:33:00
2135,City,Trip Completed,2016 17:12:00
2719,City,Trip Completed,2016 02:10:23
3016,Airport,Trip Completed,2016 07:30:01
4065,City,Trip Completed,2016 01:54:08
4911,City,Trip Completed,2016 18:09:46
5338,Airport,Trip Completed,2016 22:27:13
6086,City,Trip Completed,2016 14:22:11
6457,Airport,Trip Completed,2016 20:06:36
330,Airport,Trip Completed,2016 07:39:00
626,Airport,Trip Completed,2016 12:10:00
857,City,Trip Completed,2016 17:52:00
2679,Airport,Trip Completed,2016 23:54:00
3098,Airport,Trip Completed,2016 08:22:37
3344,Airport,Trip Completed,2016 13:03:19
4428,City,Trip Completed,2016 08:18:15
5198,Airport,Trip Completed,2016 20:45:20
5368,City,Trip Completed,2016 23:36:12
5513,Airport,Trip Completed,2016 05:04:25
5742,City,Trip Completed,2016 07:52:18
6107,Airport,Trip Completed,2016 14:57:34
6729,City,Trip Completed,2016 23:19:07
904,Airport,Trip Completed,2016 18:11:00
1459,Airport,Trip Completed,2016 04:59:00
2636,Airport,Trip Completed,2016 22:18:00
2816,City,Trip Completed,2016 05:12:15
3341,Airport,Trip Completed,2016 12:51:25
3657,Airport,Trip Completed,2016 19:20:55
5032,City,Trip Completed,2016 19:07:43
6763,City,Trip Completed,2016 00:04:44
5649,Airport,Trip Completed,2016 06:51:58
6430,City,Trip Completed,2016 19:51:39
182,Airport,Trip Completed,2016 05:46:00
621,Airport,Trip Completed,2016 12:07:00
967,Airport,Trip Completed,2016 18:42:00
1422,Airport,Trip Completed,2016 04:07:00
1891,City,Trip Completed,2016 10:19:00
2307,City,Trip Completed,2016 18:58:00
3245,Airport,Trip Completed,2016 10:08:23
3319,Airport,Trip Completed,2016 12:17:16
3970,Airport,Trip Completed,2016 22:57:04
4303,City,Trip Completed,2016 06:44:29
5358,Airport,Trip Completed,2016 23:17:20
5793,Airport,Trip Completed,2016 08:38:57
6203,Airport,Trip Completed,2016 17:19:51
642,City,Trip Completed,2016 12:34:00
1119,Airport,Trip Completed,2016 20:31:00
1861,City,Trip Completed,2016 09:56:00
2168,Airport,Trip Completed,2016 17:29:00
2853,Airport,Trip Completed,2016 05:36:44
3299,City,Trip Completed,2016 11:44:09
4285,City,Trip Completed,2016 06:33:47
5210,City,Trip Completed,2016 20:56:31
5400,Airport,Trip Completed,2016 01:05:20
5553,Airport,Trip Completed,2016 05:34:20
6031,Airport,Trip Completed,2016 12:53:26
919,Airport,Trip Completed,2016 18:25:00
1097,City,Trip Completed,2016 20:11:00
1447,Airport,Trip Completed,2016 04:46:00
2105,City,Trip Completed,2016 16:08:00
2598,Airport,Trip Completed,2016 21:50:00
3469,Airport,Trip Completed,2016 17:14:33
3932,Airport,Trip Completed,2016 22:23:24
5344,Airport,Trip Completed,2016 22:37:51
6707,Airport,Trip Completed,2016 22:57:48
10,City,Trip Completed,2016 00:54:00
387,Airport,Trip Completed,2016 08:19:00
586,City,Trip Completed,2016 11:13:00
710,City,Trip Completed,2016 14:13:00
1658,Airport,Trip Completed,2016 07:29:00
2227,City,Trip Completed,2016 18:08:00
2668,Airport,Trip Completed,2016 23:35:00
3312,Airport,Trip Completed,2016 12:03:56
4212,City,Trip Completed,2016 05:33:45
6250,City,Trip Completed,2016 17:59:51
6692,City,Trip Completed,2016 22:47:49
1960,Airport,Trip Completed,2016 11:47:00
3460,City,Trip Completed,2016 17:08:08
4250,City,Trip Completed,2016 05:58:18
4504,Airport,Trip Completed,2016 09:09:21
5089,City,Trip Completed,2016 19:47:25
5950,City,Trip Completed,2016 10:46:39
205,Airport,Trip Completed,2016 06:10:00
853,Airport,Trip Completed,2016 17:48:00
1196,City,Trip Completed,2016 21:14:00
1598,Airport,Trip Completed,2016 06:38:00
2406,City,Trip Completed,2016 19:56:00
4299,City,Trip Completed,2016 06:40:36
4721,City,Trip Completed,2016 13:46:22
4886,City,Trip Completed,2016 17:54:45
5851,Airport,Trip Completed,2016 09:03:42
6303,Airport,Trip Completed,2016 18:27:59
292,City,Trip Completed,2016 07:14:00
384,Airport,Trip Completed,2016 08:18:00
1296,Airport,Trip Completed,2016 22:27:00
1978,City,Trip Completed,2016 12:20:00
3303,City,Trip Completed,2016 11:47:13
3953,Airport,Trip Completed,2016 22:49:28
4199,City,Trip Completed,2016 05:32:23
4773,Airport,Trip Completed,2016 15:55:15
5217,City,Trip Completed,2016 20:53:25
5870,Airport,Trip Completed,2016 09:23:39
5964,City,Trip Completed,2016 10:52:25
6082,City,Trip Completed,2016 14:18:11
206,City,Trip Completed,2016 06:07:00
595,City,Trip Completed,2016 11:31:00
2310,City,Trip Completed,2016 18:56:00
2880,Airport,Trip Completed,2016 05:53:50
3585,City,Trip Completed,2016 18:29:57
4515,City,Trip Completed,2016 09:16:06
5636,City,Trip Completed,2016 06:38:59
6132,Airport,Trip Completed,2016 15:37:04
6540,City,Trip Completed,2016 20:57:08
301,City,Trip Completed,2016 07:17:00
1057,Airport,Trip Completed,2016 19:53:00
1408,Airport,Trip Completed,2016 03:13:00
1453,City,Trip Completed,2016 04:53:00
1882,Airport,Trip Completed,2016 10:00:00
2111,Airport,Trip Completed,2016 16:25:00
2360,City,Trip Completed,2016 19:27:00
3207,City,Trip Completed,2016 09:44:54
3304,Airport,Trip Completed,2016 11:44:02
4122,Airport,Trip Completed,2016 04:30:34
4683,City,Trip Completed,2016 12:48:16
5470,City,Trip Completed,2016 04:45:25
6116,City,Trip Completed,2016 15:17:34
6393,Airport,Trip Completed,2016 19:20:44
6643,City,Trip Completed,2016 22:08:28
91,Airport,Trip Completed,2016 04:49:00
756,Airport,Trip Completed,2016 16:04:00
1680,City,Trip Completed,2016 07:48:00
2047,City,Trip Completed,2016 14:42:00
2866,Airport,Trip Completed,2016 05:39:33
3631,City,Trip Completed,2016 19:02:02
4316,City,Trip Completed,2016 06:54:05
5364,City,Trip Completed,2016 23:24:48
5605,City,Trip Completed,2016 06:15:03
9,Airport,Trip Completed,2016 00:45:00
448,City,Trip Completed,2016 09:13:00
1203,City,Trip Completed,2016 21:18:00
2010,Airport,Trip Completed,2016 13:28:00
4305,City,Trip Completed,2016 06:46:32
4687,Airport,Trip Completed,2016 12:59:26
4940,City,Trip Completed,2016 18:24:42
5175,City,Trip Completed,2016 20:27:44
5753,City,Trip Completed,2016 08:05:17
5996,Airport,Trip Completed,2016 11:55:21
6435,City,Trip Completed,2016 19:52:36
6562,Airport,Trip Completed,2016 21:04:00
872,Airport,Trip Completed,2016 17:57:00
1652,Airport,Trip Completed,2016 07:16:00
2000,Airport,Trip Completed,2016 12:59:00
3380,Airport,Trip Completed,2016 14:23:37
4060,City,Trip Completed,2016 01:37:38
4177,City,Trip Completed,2016 05:17:09
4635,City,Trip Completed,2016 11:30:28
6568,Airport,Trip Completed,2016 21:08:42
6743,Airport,Trip Completed,2016 23:44:23
1343,City,Trip Completed,2016 23:37:00
1519,Airport,Trip Completed,2016 05:43:00
2076,Airport,Trip Completed,2016 15:31:00
2136,City,Trip Completed,2016 17:15:00
2650,Airport,Trip Completed,2016 22:54:00
2793,Airport,Trip Completed,2016 04:54:29
3012,City,Trip Completed,2016 07:22:01
3847,Airport,Trip Completed,2016 21:36:57
4607,City,Trip Completed,2016 10:28:45
4654,Airport,Trip Completed,2016 11:57:13
4941,Airport,Trip Completed,2016 18:23:42
1526,City,Trip Completed,2016 05:56:00
1839,City,Trip Completed,2016 09:44:00
2268,City,Trip Completed,2016 18:35:00
3069,City,Trip Completed,2016 08:00:19
4039,City,Trip Completed,2016 00:38:22
4446,Airport,Trip Completed,2016 08:31:12
6021,Airport,Trip Completed,2016 12:44:52
74,Airport,Trip Completed,2016 04:38:00
1959,City,Trip Completed,2016 11:48:00
2169,Airport,Trip Completed,2016 17:30:00
3422,City,Trip Completed,2016 15:44:39
3613,Airport,Trip Completed,2016 18:47:13
4485,Airport,Trip Completed,2016 08:57:14
4929,City,Trip Completed,2016 18:24:42
5676,City,Trip Completed,2016 07:10:20
6590,City,Trip Completed,2016 21:33:54
1496,Airport,Trip Completed,2016 05:33:00
2589,City,Trip Completed,2016 21:47:00
3668,Airport,Trip Completed,2016 19:26:50
4978,City,Trip Completed,2016 18:42:23
5487,City,Trip Completed,2016 04:50:54
6270,City,Trip Completed,2016 18:08:33
884,Airport,Trip Completed,2016 18:03:00
1495,Airport,Trip Completed,2016 05:29:00
1782,Airport,Trip Completed,2016 08:58:00
1928,City,Trip Completed,2016 11:08:00
2195,Airport,Trip Completed,2016 17:44:00
4005,Airport,Trip Completed,2016 23:44:47
4759,Airport,Trip Completed,2016 15:23:51
4933,City,Trip Completed,2016 18:20:30
648,City,Trip Completed,2016 12:41:00
1171,City,Trip Completed,2016 20:49:00
1354,City,Trip Completed,2016 23:45:00
1901,Airport,Trip Completed,2016 10:29:00
2181,Airport,Trip Completed,2016 17:39:00
3051,City,Trip Completed,2016 07:42:07
3203,Airport,Trip Completed,2016 09:47:21
3843,City,Trip Completed,2016 21:22:27
5698,Airport,Trip Completed,2016 07:31:47
6653,City,Trip Completed,2016 22:13:11
271,Airport,Trip Completed,2016 06:53:00
1238,City,Trip Completed,2016 21:43:00
1802,Airport,Trip Completed,2016 09:11:00
3145,Airport,Trip Completed,2016 08:55:14
3336,Airport,Trip Completed,2016 12:37:22
3506,Airport,Trip Completed,2016 17:36:08
4325,City,Trip Completed,2016 07:10:09
6764,City,Trip Completed,2016 00:06:12
5421,Airport,Trip Completed,2016 02:08:39
6108,City,Trip Completed,2016 15:02:26
6379,City,Trip Completed,2016 19:16:21
656,Airport,Trip Completed,2016 12:57:00
715,City,Trip Completed,2016 14:40:00
1086,Airport,Trip Completed,2016 20:02:00
1504,Airport,Trip Completed,2016 05:37:00
1675,Airport,Trip Completed,2016 07:35:00
3041,Airport,Trip Completed,2016 07:40:16
4214,City,Trip Completed,2016 05:45:04
5915,City,Trip Completed,2016 10:00:27
6064,City,Trip Completed,2016 13:49:37
225,City,Trip Completed,2016 06:16:00
1163,City,Trip Completed,2016 20:47:00
2200,City,Trip Completed,2016 17:55:00
2382,Airport,Trip Completed,2016 19:41:00
2957,City,Trip Completed,2016 06:42:13
4626,City,Trip Completed,2016 11:10:13
5392,City,Trip Completed,2016 00:29:15
6114,City,Trip Completed,2016 15:13:06
481,City,Trip Completed,2016 09:27:00
739,Airport,Trip Completed,2016 15:36:00
834,City,Trip Completed,2016 17:40:00
1175,City,Trip Completed,2016 20:57:00
1425,Airport,Trip Completed,2016 04:19:00
2327,City,Trip Completed,2016 19:09:00
2535,Airport,Trip Completed,2016 21:18:00
2963,Airport,Trip Completed,2016 06:46:08
4535,City,Trip Completed,2016 09:37:03
5284,City,Trip Completed,2016 21:41:42
6491,City,Trip Completed,2016 20:33:06
222,Airport,Trip Completed,2016 06:20:00
720,Airport,Trip Completed,2016 14:51:00
1573,Airport,Trip Completed,2016 06:27:00
2070,Airport,Trip Completed,2016 15:18:00
3276,Airport,Trip Completed,2016 10:42:45
3795,City,Trip Completed,2016 20:50:24
4615,City,Trip Completed,2016 10:51:47
6301,City,Trip Completed,2016 18:23:00
338,City,Trip Completed,2016 07:50:00
661,Airport,Trip Completed,2016 12:54:00
1187,Airport,Trip Completed,2016 21:10:00
1510,Airport,Trip Completed,2016 05:42:00
1645,City,Trip Completed,2016 07:17:00
2356,City,Trip Completed,2016 19:33:00
3306,City,Trip Completed,2016 11:53:57
6700,City,Trip Completed,2016 22:49:53
198,Airport,Trip Completed,2016 06:03:00
513,Airport,Trip Completed,2016 09:39:00
727,Airport,Trip Completed,2016 15:07:00
1094,Airport,Trip Completed,2016 20:12:00
1508,Airport,Trip Completed,2016 05:48:00
2987,Airport,Trip Completed,2016 07:03:54
3485,City,Trip Completed,2016 17:28:59
4971,City,Trip Completed,2016 18:41:20
6617,City,Trip Completed,2016 21:52:03
1735,City,Trip Completed,2016 08:28:00
3311,City,Trip Completed,2016 11:54:15
3455,City,Trip Completed,2016 16:56:31
4009,Airport,Trip Completed,2016 23:50:07
5444,City,Trip Completed,2016 03:05:44
5700,Airport,Trip Completed,2016 07:35:57
5897,City,Trip Completed,2016 09:53:16
6573,City,Trip Completed,2016 21:14:11
515,Airport,Trip Completed,2016 09:45:00
697,City,Trip Completed,2016 13:56:00
2591,City,Trip Completed,2016 21:49:00
3009,Airport,Trip Completed,2016 07:21:23
3281,City,Trip Completed,2016 10:45:15
3323,Airport,Trip Completed,2016 12:29:10
3872,City,Trip Completed,2016 21:51:23
4288,City,Trip Completed,2016 06:35:37
5145,City,Trip Completed,2016 20:19:57
5586,City,Trip Completed,2016 05:56:46
6000,Airport,Trip Completed,2016 12:04:14
6488,City,Trip Completed,2016 20:24:57
6757,Airport,Trip Completed,2016 23:59:58
183,City,Trip Completed,2016 05:49:00
1210,Airport,Trip Completed,2016 21:24:00
1382,City,Trip Completed,2016 01:03:00
1899,City,Trip Completed,2016 10:26:00
3369,City,Trip Completed,2016 13:55:29
4498,City,Trip Completed,2016 09:08:30
5947,Airport,Trip Completed,2016 10:33:30
6141,Airport,Trip Completed,2016 15:53:16
382,City,Trip Completed,2016 08:17:00
2035,City,Trip Completed,2016 14:15:00
2762,Airport,Trip Completed,2016 03:55:54
2857,City,Trip Completed,2016 05:35:41
3236,City,Trip Completed,2016 10:08:03
5056,Airport,Trip Completed,2016 19:26:06
6221,City,Trip Completed,2016 17:35:58
329,Airport,Trip Completed,2016 07:42:00
465,City,Trip Completed,2016 09:15:00
650,City,Trip Completed,2016 12:42:00
900,Airport,Trip Completed,2016 18:13:00
1309,City,Trip Completed,2016 22:40:00
2340,Airport,Trip Completed,2016 19:16:00
4043,City,Trip Completed,2016 00:42:59
4264,City,Trip Completed,2016 06:15:08
4788,City,Trip Completed,2016 16:39:13
6046,City,Trip Completed,2016 13:20:59
6182,City,Trip Completed,2016 17:06:36
66,City,Trip Completed,2016 04:21:00
688,Airport,Trip Completed,2016 13:41:00
1924,City,Trip Completed,2016 11:02:00
2463,City,Trip Completed,2016 20:33:00
3679,Airport,Trip Completed,2016 19:30:32
4351,Airport,Trip Completed,2016 07:24:48
4699,City,Trip Completed,2016 13:10:12
5313,Airport,Trip Completed,2016 22:02:14
100,City,Trip Completed,2016 05:00:00
1129,Airport,Trip Completed,2016 20:27:00
2560,City,Trip Completed,2016 21:29:00
2662,Airport,Trip Completed,2016 23:22:00
2959,Airport,Trip Completed,2016 06:40:58
4747,City,Trip Completed,2016 15:10:47
5481,City,Trip Completed,2016 04:48:19
6089,City,Trip Completed,2016 14:36:44
1310,City,Trip Completed,2016 22:45:00
1497,City,Trip Completed,2016 05:34:00
3154,City,Trip Completed,2016 09:06:18
3263,Airport,Trip Completed,2016 10:21:25
4377,City,Trip Completed,2016 07:46:59
6158,Airport,Trip Completed,2016 16:34:16
6471,Airport,Trip Completed,2016 20:17:06
6719,City,Trip Completed,2016 23:17:35
663,Airport,Trip Completed,2016 12:58:00
1059,Airport,Trip Completed,2016 19:49:00
1279,City,Trip Completed,2016 22:11:00
2683,City,Trip Completed,2016 00:11:00
1940,Airport,Trip Completed,2016 11:20:00
3420,City,Trip Completed,2016 15:41:05
3905,City,Trip Completed,2016 22:06:13
4665,City,Trip Completed,2016 12:21:00
5970,City,Trip Completed,2016 11:03:10
6232,City,Trip Completed,2016 17:44:41
694,City,Trip Completed,2016 13:46:00
1515,City,Trip Completed,2016 05:45:00
1581,Airport,Trip Completed,2016 06:27:00
3006,City,Trip Completed,2016 07:14:14
3271,Airport,Trip Completed,2016 10:28:11
4879,Airport,Trip Completed,2016 17:49:21
5276,City,Trip Completed,2016 21:35:46
6658,Airport,Trip Completed,2016 22:15:02
394,Airport,Trip Completed,2016 08:22:00
1442,Airport,Trip Completed,2016 04:49:00
3274,Airport,Trip Completed,2016 10:36:59
5051,Airport,Trip Completed,2016 19:21:59
5345,Airport,Trip Completed,2016 22:43:48
6499,City,Trip Completed,2016 20:35:13
273,Airport,Trip Completed,2016 06:51:00
794,City,Trip Completed,2016 17:04:00
1044,City,Trip Completed,2016 19:35:00
1629,Airport,Trip Completed,2016 07:04:00
2050,Airport,Trip Completed,2016 14:50:00
2209,City,Trip Completed,2016 17:55:00
2953,City,Trip Completed,2016 06:39:32
3508,City,Trip Completed,2016 17:41:23
4674,City,Trip Completed,2016 12:37:09
5786,City,Trip Completed,2016 08:30:58
6017,Airport,Trip Completed,2016 12:38:02
6613,City,Trip Completed,2016 21:46:33
361,City,Trip Completed,2016 08:05:00
1101,City,Trip Completed,2016 20:07:00
1272,Airport,Trip Completed,2016 22:00:00
2106,City,Trip Completed,2016 16:14:00
2584,Airport,Trip Completed,2016 21:43:00
3305,City,Trip Completed,2016 11:53:29
4733,City,Trip Completed,2016 14:26:10
6124,Airport,Trip Completed,2016 15:30:45
751,Airport,Trip Completed,2016 16:00:00
992,City,Trip Completed,2016 19:00:00
1247,Airport,Trip Completed,2016 21:51:00
1465,City,Trip Completed,2016 04:59:00
1686,City,Trip Completed,2016 07:49:00
2642,City,Trip Completed,2016 22:33:00
2907,Airport,Trip Completed,2016 06:05:43
3408,City,Trip Completed,2016 15:27:17
4488,City,Trip Completed,2016 08:59:00
6470,City,Trip Completed,2016 20:17:05
5,Airport,Trip Completed,2016 00:36:00
374,Airport,Trip Completed,2016 08:10:00
721,City,Trip Completed,2016 14:56:00
1130,City,Trip Completed,2016 20:27:00
2449,Airport,Trip Completed,2016 20:26:00
3755,Airport,Trip Completed,2016 20:33:45
4521,City,Trip Completed,2016 09:15:54
4977,City,Trip Completed,2016 18:44:08
94,City,Trip Completed,2016 04:59:00
1197,City,Trip Completed,2016 21:11:00
1633,Airport,Trip Completed,2016 07:07:00
1930,City,Trip Completed,2016 11:14:00
6451,City,Trip Completed,2016 20:07:23
389,City,Trip Completed,2016 08:20:00
712,Airport,Trip Completed,2016 14:31:00
